day,Q-E,PH-E,DBO-E,DQO-E,SS-E,SED-E,COND-E,DBO-S,DQO-S,SS-S,RD-DBO-G
1990-09-22,28744.06,7.12,86.89,175.08,150.91,5.07,2061.71,3.62,13.53,4.53,95.84
1990-09-23,30698.79,7.65,182.74,324.43,230.52,5.29,1787.91,13.94,37.99,19.03,92.37
1990-09-24,29519.6,7.62,123.74,262.43,154.48,7.32,1618.7,10.25,29.96,10.31,91.72
1990-09-25,31503.02,6.96,,332.38,72.3,,2104.24,6.54,27.3,2.17,95.33
1990-09-26,30943.7,7.46,161.12,410.09,207.57,2.09,1792.58,7.23,34.32,12.51,95.51
1990-09-27,29801.29,7.8,100.64,305.77,145.22,6.61,1818.22,4.94,31.16,9.78,95.09
1990-09-28,26066.83,7.82,152.88,345.94,165.51,3.99,1908.24,9.97,24.69,4.97,93.48
1990-09-29,28201.33,7.81,172.21,295.74,151.53,4.66,2128.52,4.38,25.57,4.55,97.46
1990-09-30,27303.57,7.51,150.89,368.32,145.98,2.58,1904.01,3.02,18.95,4.38,98.0
1990-10-01,35280.0,7.25,94.39,373.27,205.57,5.29,1660.18,3.56,31.41,9.54,96.22
1990-10-02,35127.42,7.17,155.05,310.33,112.75,3.52,,8.42,18.34,6.15,94.57
1990-10-03,31913.8,7.6,187.68,351.61,161.37,4.65,1803.0,12.31,43.49,12.82,93.44
1990-10-04,27496.32,7.61,89.51,423.54,207.33,4.07,2277.58,5.04,47.01,6.22,94.37
1990-10-05,24891.16,7.89,107.24,357.25,135.94,7.39,1899.78,5.59,39.85,7.84,94.78
1990-10-06,30834.61,7.83,169.09,219.03,83.11,7.47,1452.99,9.72,19.94,2.49,94.25
1990-10-07,28405.44,7.46,150.23,367.46,188.56,4.57,1971.47,10.12,49.54,12.33,93.26
1990-10-08,30475.12,7.13,164.65,264.54,220.83,4.6,2288.92,14.65,36.66,22.05,91.1
1990-10-09,25220.21,7.4,224.78,458.26,180.09,3.94,2215.18,22.7,84.34,17.92,89.9
1990-10-10,33597.59,7.57,178.5,435.89,96.89,6.16,2266.19,7.0,32.44,7.92,96.08
1990-10-11,31220.16,7.44,178.74,371.72,208.91,4.01,1696.05,11.74,43.0,12.13,93.43
1990-10-12,24980.87,7.33,240.29,341.84,89.57,3.87,2082.43,4.81,30.68,2.69,98.0
1990-10-13,25942.72,7.58,131.57,303.46,170.21,5.97,1755.6,7.6,23.07,5.32,94.23
1990-10-14,28516.76,7.35,113.58,370.5,119.44,3.69,1944.86,3.18,34.88,6.66,97.2
1990-10-15,29312.8,7.31,166.01,316.12,119.1,4.44,1645.41,6.18,19.38,3.57,96.27
1990-10-16,29710.4,7.59,175.94,377.65,163.34,2.13,1771.11,10.87,43.74,5.78,93.82
1990-10-17,30649.97,7.38,144.63,427.17,178.09,5.56,1764.75,5.55,21.36,5.34,96.16
1990-10-18,29258.28,7.57,,314.2,149.46,7.41,2079.71,3.07,15.86,4.48,97.45
1990-10-19,28939.29,7.58,227.39,289.95,192.17,5.58,2060.14,16.14,38.03,7.82,92.9
1990-10-20,31953.27,7.16,151.7,236.91,137.75,6.69,1955.36,7.96,26.26,9.91,94.75
1990-10-21,20219.15,7.36,117.16,251.08,205.1,3.23,1629.92,5.74,19.3,6.15,95.1
1990-10-22,28650.31,7.93,184.46,216.82,185.66,4.85,1837.67,16.8,29.56,17.92,90.89
1990-10-23,31333.81,7.15,158.21,415.14,153.65,3.09,1750.78,10.74,46.19,13.97,93.21
1990-10-24,32077.6,6.87,155.75,495.82,149.28,4.16,2073.94,9.86,38.61,11.31,93.67
1990-10-25,29139.42,6.94,178.05,456.51,106.32,5.66,2135.64,11.51,54.6,5.8,93.54
1990-10-26,23464.08,7.51,103.01,222.63,180.87,4.65,2111.28,2.89,14.75,6.25,97.19
1990-10-27,28787.03,7.51,154.36,374.78,144.07,2.38,1748.96,3.5,18.74,4.32,97.73
1990-10-28,33376.97,7.46,211.59,428.81,56.54,2.53,1352.09,11.41,33.34,4.53,94.61
1990-10-29,25046.53,7.86,170.64,316.66,151.29,2.43,1546.61,7.31,27.25,11.41,95.71
1990-10-30,33694.38,6.7,150.85,375.14,146.98,5.24,2184.33,10.77,43.95,4.99,92.86
1990-10-31,30513.94,7.62,148.91,232.77,261.73,7.6,1819.75,11.65,35.61,13.12,92.18
1990-11-01,30392.28,7.97,146.15,379.69,106.51,6.54,1749.86,7.63,43.03,6.73,94.78
1990-11-02,25907.73,7.16,141.55,266.44,105.69,1.66,2228.53,3.06,14.73,3.17,97.84
1990-11-03,27142.86,7.39,131.08,342.59,212.83,6.63,2153.03,8.77,37.56,7.77,93.31
1990-11-04,32449.13,7.27,179.06,224.7,227.3,5.9,1904.89,10.03,21.24,8.55,94.4
1990-11-05,31760.94,7.23,96.09,391.51,144.92,2.18,1841.32,4.05,24.02,4.35,95.79
1990-11-06,36675.37,7.4,196.69,444.76,162.21,4.05,1873.58,15.78,64.03,7.84,91.98
1990-11-07,35417.87,7.93,155.95,323.65,221.78,6.14,1945.43,14.83,45.24,22.11,90.49
1990-11-08,32290.08,8.05,176.35,286.72,81.72,5.33,2220.01,5.87,19.93,2.45,96.67
1990-11-09,34705.14,7.4,113.71,195.39,90.19,2.54,1984.49,2.27,14.48,2.71,98.0
1990-11-10,29880.33,8.07,193.59,315.53,153.73,5.42,2045.21,10.23,20.27,7.43,94.71
1990-11-11,31460.18,7.51,193.44,298.97,239.55,1.29,2133.85,7.49,18.1,8.74,96.13
1990-11-12,29560.45,8.03,193.25,250.76,162.48,4.17,1666.06,6.15,16.55,4.87,96.82
1990-11-13,32125.1,7.47,116.49,410.72,198.92,,2050.97,6.63,25.08,9.2,94.31
1990-11-14,30250.1,7.54,201.3,353.07,248.87,4.53,1841.09,18.96,57.97,26.17,90.58
1990-11-15,34407.88,7.61,180.43,297.22,285.14,3.75,,15.15,36.89,16.51,91.61
1990-11-16,26414.16,8.45,100.14,313.83,151.95,5.83,1474.37,5.13,26.34,9.23,94.88
1990-11-17,31395.43,7.76,149.47,415.64,169.65,5.96,1696.38,4.48,36.69,5.09,97.0
1990-11-18,28898.43,7.29,165.89,388.48,255.91,6.47,2006.24,11.36,39.8,16.48,93.15
1990-11-19,34467.08,7.79,182.48,356.94,117.78,5.81,1922.76,8.26,38.33,3.53,95.47
1990-11-20,34690.1,7.39,179.12,429.17,244.89,6.12,1936.87,12.35,40.83,24.82,93.1
1990-11-21,38325.03,7.35,185.95,310.24,156.37,5.6,2290.19,5.6,15.51,4.69,96.99
1990-11-22,34160.72,7.77,,381.84,199.35,4.9,1646.18,17.53,43.44,16.49,92.08
1990-11-23,25770.61,7.51,202.82,370.14,171.47,4.63,1894.51,13.04,52.31,5.14,93.57
1990-11-24,29393.41,7.58,53.61,315.04,131.84,4.14,1960.89,1.07,24.99,3.96,98.0
1990-11-25,26508.32,7.5,145.72,384.14,134.3,,1752.75,3.13,19.27,4.03,97.85
1990-11-26,29960.36,7.6,161.01,318.91,203.4,3.07,1905.67,11.13,34.66,6.1,93.09
1990-11-27,37540.77,7.63,115.39,429.12,248.19,4.08,1580.01,7.29,67.4,14.58,93.68
1990-11-28,35352.86,6.92,182.9,437.83,201.16,4.86,2181.98,12.66,36.93,6.93,93.08
1990-11-29,30456.17,7.7,217.39,183.17,202.76,6.66,1763.68,15.68,20.04,12.44,92.79
1990-11-30,28037.36,7.21,125.83,451.03,213.02,4.44,2306.28,10.02,61.35,13.06,92.04
1990-12-01,30291.45,7.07,169.73,142.57,136.22,6.01,1893.51,13.58,14.27,9.34,92.0
1990-12-02,26980.37,7.48,128.81,318.61,216.87,6.12,2105.61,9.14,39.67,9.55,92.9
1990-12-03,30114.18,7.53,147.33,453.48,232.93,,1889.34,12.43,62.64,20.52,91.56
1990-12-04,34562.02,7.29,232.55,379.47,325.71,5.39,,32.84,66.05,49.15,85.88
1990-12-05,37531.43,7.75,164.78,304.91,195.29,4.13,1783.19,9.17,18.31,11.41,94.43
1990-12-06,35010.62,7.1,194.07,,184.26,6.48,1923.82,14.5,26.25,11.56,92.53
1990-12-07,24841.98,7.38,102.61,448.09,227.24,5.45,1963.6,4.19,33.0,8.01,95.92
1990-12-08,31749.3,7.32,227.42,229.98,222.16,2.71,1743.15,25.98,33.34,20.0,88.58
1990-12-09,31494.82,7.49,186.28,449.41,164.91,4.74,1874.99,13.1,42.47,5.64,92.97
1990-12-10,34023.32,7.58,168.82,386.56,183.37,6.97,1777.98,8.75,45.23,11.25,94.81
1990-12-11,39133.87,7.2,205.38,327.0,238.39,4.23,2359.93,16.83,35.66,20.65,91.81
1990-12-12,28540.02,7.72,138.85,375.58,180.51,5.17,1882.05,9.02,44.92,15.1,93.51
1990-12-13,32080.06,7.52,223.74,333.51,191.97,5.32,2209.05,16.99,36.54,5.76,92.41
1990-12-14,34162.2,6.93,161.26,445.83,202.28,,1860.88,3.57,29.73,6.07,97.79
1990-12-15,26769.45,6.91,159.62,424.79,235.77,5.27,1951.86,10.74,41.33,11.25,93.27
1990-12-16,36388.8,7.5,152.53,259.14,167.47,2.41,1635.73,10.94,28.34,14.82,92.83
1990-12-17,34572.95,7.43,159.46,371.32,124.33,3.56,1810.59,8.22,56.82,5.17,94.84
1990-12-18,37515.01,7.47,214.15,359.25,133.55,6.11,1942.11,13.14,35.13,5.5,93.86
1990-12-19,33710.51,7.49,201.78,516.19,166.85,5.04,2217.2,14.17,50.28,10.9,92.98
1990-12-20,36991.65,7.57,,319.5,157.16,4.04,1944.4,14.62,32.19,6.0,93.03
1990-12-21,36295.06,7.78,176.96,506.82,197.12,5.17,2176.74,17.7,72.02,8.64,90.0
1990-12-22,32916.0,7.17,189.41,380.57,143.31,4.41,2028.15,14.48,31.81,12.23,92.36
1990-12-23,33370.05,7.15,159.79,307.56,168.93,4.52,2225.48,9.64,28.94,11.96,93.97
1990-12-24,34987.36,7.17,262.55,361.61,178.3,5.49,1888.19,23.76,44.02,17.48,90.95
1990-12-25,33096.01,7.59,139.7,373.03,205.89,3.41,2378.04,9.92,33.61,6.18,92.9
1990-12-26,35693.67,7.87,241.71,345.93,288.98,4.56,1802.92,30.07,54.36,27.03,87.56
1990-12-27,34807.63,7.37,239.64,430.17,252.0,4.03,1746.71,25.23,70.23,24.7,89.47
1990-12-28,34956.38,6.75,152.22,318.13,210.78,2.12,1657.99,7.34,43.58,7.9,95.18
1990-12-29,35934.88,6.99,254.26,239.85,182.05,3.12,2366.2,22.69,33.28,17.4,91.08
1990-12-30,30210.57,7.25,214.08,371.9,187.06,6.85,2063.89,14.0,33.54,7.03,93.46
1990-12-31,34521.69,7.33,223.3,292.42,233.89,5.08,1833.18,23.53,44.58,24.09,89.46
1991-01-01,40851.66,7.38,200.36,386.11,258.02,2.51,2149.8,17.59,43.15,21.41,91.22
1991-01-02,34627.39,7.51,194.78,381.14,194.64,2.19,2037.54,12.97,39.49,8.64,93.34
1991-01-03,33520.77,7.41,189.25,372.18,229.87,4.33,2293.23,12.09,29.07,13.25,93.61
1991-01-04,35135.65,7.81,200.53,553.78,124.65,6.84,1590.43,8.37,48.53,4.54,95.83
1991-01-05,36191.1,7.3,230.09,406.05,218.34,4.22,1846.93,18.72,45.48,15.53,91.86
1991-01-06,34142.77,7.24,190.4,425.29,246.87,6.46,1807.5,16.89,50.43,15.5,91.13
1991-01-07,39605.49,7.64,162.22,303.9,212.55,5.03,1505.26,11.12,23.86,6.38,93.15
1991-01-08,39698.93,7.04,233.05,402.6,319.48,5.21,2112.07,25.55,73.98,28.09,89.04
1991-01-09,40104.0,7.62,239.43,469.45,201.83,2.5,1845.92,25.57,73.21,16.29,89.32
1991-01-10,38369.19,7.53,224.29,371.04,244.01,5.91,2047.93,25.57,50.85,26.36,88.6
1991-01-11,42229.73,7.46,217.74,486.85,220.44,4.0,2371.95,19.92,48.95,21.08,90.85
1991-01-12,33759.0,7.98,176.35,327.47,210.27,5.79,1829.35,11.26,32.44,8.57,93.61
1991-01-13,28812.76,7.31,156.31,397.6,213.38,3.28,1815.77,12.36,49.66,14.0,92.09
1991-01-14,41144.29,8.12,168.49,396.73,235.92,4.77,1923.73,14.12,43.12,24.13,91.62
1991-01-15,36466.23,7.43,151.69,469.36,281.82,5.03,2097.45,12.82,50.28,22.84,91.55
1991-01-16,38610.63,7.12,220.21,418.99,309.39,4.27,1786.66,36.38,88.99,48.53,83.48
1991-01-17,41341.39,7.52,203.16,433.21,240.0,5.11,1773.81,20.28,57.71,24.01,90.02
1991-01-18,31143.13,7.18,180.93,416.14,264.61,4.1,2111.44,16.02,43.67,12.95,91.14
1991-01-19,31319.72,7.27,87.05,369.59,189.04,3.53,1975.73,3.8,18.48,5.67,95.63
1991-01-20,30716.49,7.62,,460.89,258.8,6.91,,6.54,31.71,7.76,95.63
1991-01-21,34642.73,7.67,242.73,463.69,,6.07,1654.92,27.82,71.27,20.12,88.54
1991-01-22,39848.26,7.31,190.27,460.86,298.49,3.36,2200.25,23.24,75.23,33.0,87.78
1991-01-23,40545.78,7.8,229.11,442.84,352.59,5.35,1980.39,44.21,98.22,71.11,80.7
1991-01-24,38923.79,7.85,161.96,517.02,240.3,3.39,1747.56,14.39,67.81,18.89,91.12
1991-01-25,32389.64,7.93,251.21,425.2,134.9,2.72,1865.92,18.67,47.0,8.64,92.57
1991-01-26,28817.98,7.66,189.95,408.51,201.57,6.05,1902.65,15.17,57.61,19.59,92.01
1991-01-27,36352.42,7.91,208.08,443.19,285.35,1.94,2047.15,17.53,43.56,24.26,91.58
1991-01-28,36274.05,6.94,289.33,574.62,267.3,5.89,1628.35,33.24,102.11,29.77,88.51
1991-01-29,40566.76,7.4,271.0,382.02,266.11,4.12,1731.81,34.34,67.0,28.86,87.33
1991-01-30,41733.13,7.24,210.12,535.59,303.95,4.18,1954.59,26.23,87.25,32.11,87.51
1991-01-31,39158.37,7.54,194.19,,273.0,5.11,1880.03,15.37,26.76,22.05,92.09
1991-02-01,39551.43,7.33,193.75,465.49,293.72,5.37,2014.37,20.53,71.89,25.44,89.4
1991-02-02,37073.26,7.45,217.08,548.73,272.92,3.26,1654.1,26.74,96.85,31.88,87.68
1991-02-03,38410.93,8.06,198.46,478.48,303.65,5.58,1971.43,28.53,93.19,58.04,85.63
1991-02-04,36200.59,7.45,198.26,476.14,263.77,4.67,2118.32,20.8,53.21,27.59,89.51
1991-02-05,39268.67,7.62,273.4,444.87,300.8,2.62,1997.36,34.62,99.14,28.59,87.34
1991-02-06,40830.0,7.43,220.93,492.04,249.84,4.25,1927.82,12.97,58.43,20.57,94.13
1991-02-07,41810.94,7.52,299.48,460.35,229.18,6.57,1880.82,36.87,49.95,25.41,87.69
1991-02-08,36688.65,7.5,212.31,403.25,320.72,7.01,1733.03,28.55,65.6,29.76,86.55
1991-02-09,38540.91,7.63,265.67,426.07,246.21,5.58,1885.6,37.36,86.38,35.91,85.94
1991-02-10,36607.78,7.85,218.54,465.96,276.26,2.71,2151.94,21.2,64.23,24.02,90.3
1991-02-11,38539.15,7.99,249.65,418.19,258.0,5.24,1876.19,37.64,79.22,43.05,84.92
1991-02-12,42865.66,7.59,200.49,,238.42,5.78,1722.04,16.91,46.76,9.97,91.57
1991-02-13,34822.35,7.68,198.8,402.14,268.84,5.59,1801.55,,33.55,19.32,91.98
1991-02-14,36013.89,7.15,238.78,512.73,325.48,5.68,1940.17,29.54,79.95,36.7,87.63
1991-02-15,33969.2,7.47,247.37,503.72,273.45,5.04,1825.3,29.83,86.34,22.84,87.94
1991-02-16,30514.22,7.78,208.18,469.75,163.94,4.39,1997.06,11.21,36.69,5.02,94.62
1991-02-17,35899.77,7.76,164.54,526.69,234.77,,2004.57,11.98,66.77,18.86,92.72
1991-02-18,41660.8,7.56,171.81,484.98,336.97,1.65,2077.8,21.37,89.74,42.9,87.56
1991-02-19,40034.48,7.77,179.31,525.96,259.46,5.01,2184.71,9.7,68.0,8.87,94.59
1991-02-20,41898.08,7.65,170.16,525.33,191.52,4.78,2099.17,13.57,79.34,15.74,92.03
1991-02-21,43665.13,7.86,229.82,485.56,350.17,5.34,1713.15,29.28,90.0,55.95,87.26
1991-02-22,42883.84,7.59,255.38,434.85,283.21,2.49,1719.29,45.7,105.45,48.15,82.11
1991-02-23,37783.39,7.39,209.47,614.87,241.77,5.47,1884.85,14.57,63.51,21.56,93.04
1991-02-24,42461.63,7.6,133.56,433.71,231.63,7.58,1809.76,5.53,45.72,6.95,95.86
1991-02-25,40145.61,6.62,215.78,438.31,,4.62,1672.33,25.81,97.52,32.81,88.04
1991-02-26,38823.96,7.61,226.54,534.86,248.41,4.41,1811.66,21.04,82.24,25.09,90.71
1991-02-27,39958.69,6.41,308.31,527.52,327.85,4.96,1805.1,48.76,109.52,53.16,84.18
1991-02-28,36383.09,6.98,177.83,399.33,292.94,7.55,1765.63,19.35,64.26,40.02,89.12
1991-03-01,36653.51,7.64,205.11,556.16,266.99,2.96,1836.84,18.27,54.89,26.99,91.09
1991-03-02,37323.66,7.64,272.36,458.71,,4.8,2135.69,37.53,87.19,27.39,86.22
1991-03-03,41208.2,7.15,231.07,392.87,243.77,3.3,1939.85,27.35,55.29,15.53,88.17
1991-03-04,45417.66,7.29,244.75,573.29,310.85,3.68,2394.36,28.29,89.42,28.31,88.44
1991-03-05,37565.16,7.91,238.76,553.29,236.99,4.43,1934.1,20.04,69.03,17.96,91.61
1991-03-06,43285.24,7.35,248.93,426.24,206.24,6.52,1841.99,28.61,73.15,23.42,88.51
1991-03-07,38057.14,8.17,258.41,626.79,299.14,7.2,1900.83,38.31,118.73,47.08,85.18
1991-03-08,41085.18,7.5,192.74,528.26,287.25,5.17,1951.3,22.67,91.34,19.07,88.24
1991-03-09,38336.64,7.62,245.6,469.02,272.69,3.94,1987.05,25.63,66.1,26.76,89.57
1991-03-10,33625.81,7.99,169.4,586.23,272.67,8.24,2315.34,17.81,87.85,14.4,89.49
1991-03-11,43350.14,7.54,238.59,505.35,251.95,3.86,1730.94,25.37,83.49,17.24,89.37
1991-03-12,40195.32,7.2,242.99,511.51,313.86,3.64,2071.81,28.91,71.18,45.13,88.1
1991-03-13,40792.31,7.47,217.72,472.37,279.57,1.84,1941.55,24.84,68.76,32.83,88.59
1991-03-14,38245.31,7.49,232.24,546.79,251.87,6.59,1585.78,20.1,74.09,22.65,91.35
1991-03-15,37962.5,7.09,201.05,519.03,247.01,5.95,2054.14,20.09,71.11,22.6,90.01
1991-03-16,40266.21,7.42,179.04,474.13,344.12,8.13,2153.52,20.99,75.34,37.31,88.28
1991-03-17,38791.75,7.28,206.69,422.83,178.26,2.42,1728.56,19.78,64.71,5.35,90.43
1991-03-18,41780.43,7.78,189.99,506.35,290.78,6.69,1898.21,16.1,62.46,28.01,91.52
1991-03-19,43313.45,7.51,249.48,511.48,204.67,4.61,1554.93,28.88,86.02,20.71,88.42
1991-03-20,46561.46,7.42,200.41,427.98,278.46,5.71,1648.24,20.65,69.3,22.47,89.7
1991-03-21,40619.72,7.47,259.24,405.61,255.89,2.03,2109.61,31.49,78.66,28.53,87.85
1991-03-22,35676.27,7.57,182.69,527.65,168.73,6.7,1806.72,15.69,70.21,12.43,91.41
1991-03-23,42353.64,7.69,197.86,293.23,272.11,5.68,1678.24,22.91,42.35,34.47,88.42
1991-03-24,38522.34,7.2,198.25,494.6,240.54,4.44,1945.89,12.65,58.22,12.43,93.62
1991-03-25,44283.37,7.19,275.98,465.73,175.03,5.47,1795.52,25.74,38.58,12.78,90.67
1991-03-26,43510.76,7.83,250.63,609.72,319.12,3.35,1805.84,40.67,112.54,46.51,83.77
1991-03-27,42326.77,7.38,234.06,488.39,348.91,3.63,2047.87,32.16,73.9,40.47,86.26
1991-03-28,42802.83,7.07,252.5,556.25,343.36,3.8,1667.65,38.9,99.1,39.76,84.59
1991-03-29,46056.0,7.63,150.93,461.59,279.51,1.72,1718.93,3.16,23.08,8.39,97.9
1991-03-30,45466.68,7.64,216.73,484.44,257.37,5.79,1930.82,22.4,77.06,23.65,89.67
1991-03-31,39796.35,7.04,290.5,532.75,318.0,6.29,2093.88,47.74,136.14,56.53,83.57
1991-04-01,41479.18,7.57,234.62,467.6,345.7,3.45,2147.63,26.65,75.98,39.95,88.64
1991-04-02,45635.96,7.72,241.76,588.52,332.74,5.02,1766.99,43.86,123.73,58.49,81.86
1991-04-03,40217.39,7.61,260.88,453.83,242.25,4.1,2087.48,29.56,68.2,23.8,88.67
1991-04-04,42777.48,7.69,266.53,531.0,285.55,4.99,1743.17,25.59,69.3,27.3,90.4
1991-04-05,40134.7,7.08,154.84,554.08,283.21,3.56,2265.24,13.88,57.21,27.86,91.03
1991-04-06,40174.36,7.6,159.34,522.64,173.84,3.17,1673.25,15.75,68.58,19.58,90.11
1991-04-07,37072.55,7.41,227.84,615.12,279.23,6.08,2165.7,27.57,89.22,40.22,87.9
1991-04-08,36201.93,7.36,204.78,446.17,372.04,4.4,1768.7,20.74,71.43,35.72,89.87
1991-04-09,36147.89,7.76,285.03,421.68,310.19,7.53,2302.65,,85.3,49.56,85.96
1991-04-10,39349.4,7.94,230.31,453.08,350.48,4.57,2018.26,36.01,74.35,58.31,84.36
1991-04-11,40337.03,8.04,167.05,555.74,284.17,3.11,1696.8,17.78,80.25,29.64,89.36
1991-04-12,39255.12,7.89,179.85,523.32,259.49,6.34,1795.55,18.31,80.75,30.76,89.82
1991-04-13,44954.38,7.47,121.38,482.39,271.68,5.45,2056.24,8.33,58.4,13.87,93.14
1991-04-14,42788.37,7.61,211.61,401.0,220.54,5.59,2110.53,14.16,48.07,9.28,93.31
1991-04-15,37969.79,7.73,222.45,551.76,225.43,6.29,1885.86,16.34,70.44,16.79,92.65
1991-04-16,43283.13,7.54,223.41,430.8,337.32,3.52,1908.93,28.18,82.63,42.13,87.38
1991-04-17,41341.26,7.54,278.18,601.96,344.78,4.31,2051.67,52.78,156.36,58.26,81.03
1991-04-18,40708.72,7.75,275.69,707.51,230.08,4.24,1926.36,39.29,131.88,33.77,85.75
1991-04-19,40527.29,7.48,217.18,511.94,304.99,2.56,1641.3,23.7,82.43,35.01,89.09
1991-04-20,40824.73,7.28,141.73,513.71,249.15,4.1,1737.41,14.54,61.88,17.11,89.74
1991-04-21,38265.1,7.38,240.16,442.6,270.98,6.5,1947.02,28.99,68.54,25.21,87.93
1991-04-22,43848.12,7.69,247.15,368.71,287.85,4.86,2143.1,30.55,58.37,29.24,87.64
1991-04-23,38602.77,7.5,247.69,471.52,323.32,2.48,2223.2,39.83,101.68,42.77,83.92
1991-04-24,42358.23,7.6,273.28,441.35,284.88,2.17,2055.91,43.33,88.7,53.58,84.15
1991-04-25,49119.76,7.7,191.41,403.07,336.18,7.0,1957.46,24.18,64.14,30.01,87.36
1991-04-26,40393.75,7.39,291.8,603.56,273.29,,,,93.37,30.38,87.1
1991-04-27,43008.4,7.73,181.15,,278.99,3.53,1766.65,14.16,58.65,13.38,92.18
1991-04-28,39287.4,7.61,242.98,500.08,215.94,4.09,1869.35,21.1,52.64,14.92,91.32
1991-04-29,42117.37,7.13,166.78,470.04,361.93,2.28,1735.17,18.56,71.03,36.3,88.87
1991-04-30,41565.29,7.93,202.35,497.71,297.27,6.63,1650.25,25.68,75.17,36.39,87.31
1991-05-01,41523.72,7.35,289.97,,310.71,3.91,1966.71,51.13,131.46,49.4,82.37
1991-05-02,38672.78,7.0,220.94,497.89,197.73,6.55,1937.1,,85.8,18.25,90.39
1991-05-03,40688.77,7.19,248.72,,219.63,4.58,2037.53,23.65,66.91,14.88,90.49
1991-05-04,35816.45,7.19,220.77,,303.8,6.64,2009.22,24.34,61.25,40.09,88.98
1991-05-05,40660.95,7.52,210.75,444.91,263.45,4.89,1948.53,30.89,77.88,38.83,85.35
1991-05-06,43271.41,7.42,271.17,388.39,175.68,5.78,2011.32,30.15,55.44,10.59,88.88
1991-05-07,42465.02,7.4,224.15,366.43,319.77,5.58,1891.46,23.58,55.76,34.44,89.48
1991-05-08,40795.35,7.69,172.03,490.41,250.98,5.43,1982.58,14.68,69.39,20.11,91.46
1991-05-09,41981.77,7.6,199.35,498.89,330.34,5.02,,29.67,88.71,51.7,85.11
1991-05-10,38070.09,7.59,235.93,383.25,249.35,,1973.94,14.15,35.04,10.78,94.0
1991-05-11,40765.67,7.62,223.57,457.04,253.87,7.37,2033.68,23.92,72.31,28.36,89.3
1991-05-12,32747.79,7.68,156.77,466.99,300.07,3.14,1766.06,12.21,44.7,21.49,92.21
1991-05-13,38576.51,6.87,195.2,330.19,217.81,4.51,1910.37,14.86,44.17,10.7,92.39
1991-05-14,34950.86,7.39,209.13,434.92,224.68,4.52,1775.28,19.82,63.68,22.18,90.52
1991-05-15,36717.02,6.85,218.56,531.2,262.84,5.1,1794.7,25.89,66.8,24.37,88.15
1991-05-16,44249.92,7.51,176.23,,300.21,3.86,1675.01,10.83,43.37,10.51,93.86
1991-05-17,41210.63,7.5,191.51,386.24,189.49,4.97,2153.15,10.98,40.37,5.68,94.27
1991-05-18,35320.19,7.81,181.02,464.14,165.59,4.25,2113.14,8.48,37.65,5.64,95.31
1991-05-19,33244.88,7.86,235.35,528.27,,2.13,2007.49,23.9,73.15,8.4,89.84
1991-05-20,30191.05,7.56,245.55,528.86,226.9,4.51,2294.44,28.46,111.5,19.25,88.41
1991-05-21,38785.19,7.35,221.0,,247.48,2.85,1862.15,16.84,65.22,14.78,92.38
1991-05-22,47947.05,7.65,214.18,463.05,183.83,1.9,2506.35,22.38,67.37,20.59,89.55
1991-05-23,40937.97,7.34,225.79,437.72,228.06,4.71,1854.49,21.07,61.49,19.45,90.67
1991-05-24,36312.87,7.5,181.36,492.64,244.59,5.23,1951.04,21.33,75.2,19.34,88.24
1991-05-25,38332.08,7.8,162.77,459.48,278.01,5.29,1820.44,20.94,67.1,23.47,87.14
1991-05-26,32519.57,7.33,171.78,493.42,203.65,5.35,1974.47,10.6,53.36,6.11,93.83
1991-05-27,37634.74,7.74,191.29,476.25,323.97,1.6,2067.12,24.37,89.8,32.95,87.26
1991-05-28,40148.36,7.7,181.61,541.98,229.61,2.46,1877.22,22.53,85.39,31.95,87.59
1991-05-29,39854.1,7.21,229.75,494.79,231.86,7.46,2255.34,20.64,67.46,16.25,91.02
1991-05-30,41424.85,7.79,242.56,528.96,322.95,2.93,1947.83,23.18,73.35,35.65,90.45
1991-05-31,38437.33,7.71,150.47,,249.54,5.42,1954.1,7.38,48.68,17.17,95.09
1991-06-01,38346.48,7.53,199.82,381.57,206.34,3.47,1718.2,17.42,31.43,14.94,91.28
1991-06-02,34535.04,7.27,,314.77,226.35,4.62,1983.7,15.85,52.55,13.96,91.79
1991-06-03,40611.08,7.24,221.4,566.95,305.2,3.55,1873.19,23.04,86.07,23.19,89.6
1991-06-04,44121.06,7.34,217.78,494.42,321.26,5.34,1778.35,23.04,72.12,27.58,89.42
1991-06-05,36579.86,7.66,169.06,359.86,220.66,4.71,1744.71,13.82,49.44,13.49,91.82
1991-06-06,35761.02,7.21,168.64,415.69,246.62,3.83,2434.35,13.44,42.26,22.04,92.03
1991-06-07,40776.36,7.63,202.82,497.62,238.8,2.92,1847.3,17.94,55.83,19.24,91.15
1991-06-08,35127.23,7.13,230.68,409.77,181.46,4.9,1608.6,15.94,45.11,16.2,93.09
1991-06-09,40165.71,7.44,118.87,396.88,225.45,2.68,1760.36,7.79,44.04,21.56,93.44
1991-06-10,35938.64,7.53,217.21,548.28,239.12,5.14,1889.69,21.23,76.76,17.44,90.22
1991-06-11,42942.72,8.23,255.49,394.39,301.12,,,28.01,59.84,34.54,89.04
